CovidenceID,Title,name,value
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Nexus,Food
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,NChallenge,Complexity Challenges
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,NChallenge,Values Challenges
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Gov,NA
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Policy,Legal and Regulatory Instruments
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Actors,Civil Society and Community-Based Organisations
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Actors,Knowledge and Educational Communities
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Actors,Local/National Governments and Municipalities
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,CrossCut,Energy
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Scaling,No
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Enablers,Finance & Economics
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Enablers,Technology
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Enablers,Material & Non-material endowments
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Enablers_CritC5,NA
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Enablers_CritC5,Technical feasibility (#7)
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Barriers,Policy design & Implementation
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Barriers,Institutional capacity
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Barriers,Finance & Economics
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Barriers_CritC5,Impacts on each nexus element (#3)
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Barriers_CritC5,NA
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Barriers_CritC5,Alignment with political priorities (#5)
#2606,Tackling complexity: Understanding the food-energy-environment nexus in Ethiopia's lake TANA sub-basin,Barriers_CritC5,Transformative change potential (#10)
#2605,The New York Bight 25years later: Use impairments and policy challenges,PaperType,Review
#2605,The New York Bight 25years later: Use impairments and policy challenges,PaperType,Conceptual/theoretical
#2605,The New York Bight 25years later: Use impairments and policy challenges,Region,Northern America
#2605,The New York Bight 25years later: Use impairments and policy challenges,Scale,Subnational >100 km² (watershed)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Nexus,Biodiversity
#2605,The New York Bight 25years later: Use impairments and policy challenges,Nexus,Health
#2605,The New York Bight 25years later: Use impairments and policy challenges,Nexus,Food
#2605,The New York Bight 25years later: Use impairments and policy challenges,Nexus,Water
#2605,The New York Bight 25years later: Use impairments and policy challenges,NChallenge,Governance Challenges
#2605,The New York Bight 25years later: Use impairments and policy challenges,Gov,NA
#2605,The New York Bight 25years later: Use impairments and policy challenges,Policy,Legal and Regulatory Instruments
#2605,The New York Bight 25years later: Use impairments and policy challenges,Policy,Economic and Financial Instruments
#2605,The New York Bight 25years later: Use impairments and policy challenges,Actors,Civil Society and Community-Based Organisations
#2605,The New York Bight 25years later: Use impairments and policy challenges,Actors,Knowledge and Educational Communities
#2605,The New York Bight 25years later: Use impairments and policy challenges,Actors,Local/National Governments and Municipalities
#2605,The New York Bight 25years later: Use impairments and policy challenges,CrossCut,Economy
#2605,The New York Bight 25years later: Use impairments and policy challenges,CrossCut,Employment
#2605,The New York Bight 25years later: Use impairments and policy challenges,Scaling,No
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers,Policy design & Implementation
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers,Equity & Diversity
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers,Institutional capacity
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers,Finance & Economics
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers,Behaviour & Lifestyle
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers,Technology
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers,Material & Non-material endowments
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,Impacts on each nexus element (#3)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,NA
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,Equity (#8)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,Social acceptability (#4)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,Alignment with political priorities (#5)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,Alignment with international frameworks (#9)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,Transformative change potential (#10)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Enablers_CritC5,Technical feasibility (#7)
#2605,The New York Bight 25years later: Use impairments and policy challenges,Barriers,Finance & Economics
#2605,The New York Bight 25years later: Use impairments and policy challenges,Barriers,Technology
#2605,The New York Bight 25years later: Use impairments and policy challenges,Barriers,Material & Non-material endowments
#2605,The New York Bight 25years later: Use impairments and policy challenges,Barriers_CritC5,NA
#2605,The New York Bight 25years later: Use impairments and policy challenges,Barriers_CritC5,Technical feasibility (#7)
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,PaperType,Perspective
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,Region,Sub-Saharan Africa
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,Scale,"Regional (multiple countries, whole continents)"
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,Nexus,Biodiversity
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,Nexus,Food
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,Nexus,Water
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,NChallenge,Complexity Challenges
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,Gov,NA
#2604,Experiences with adopting the catchment approach in sustainable land management: The case of kagera TAMP Tanzania,Policy,NA
